repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
3,4,R3F4,transport_FPG,Operator-aware logistic EM,0.5950920245398773,0.4188622584849,0.40563207835935106,0.8455419779351118,0.5239386683848642
3,4,R3F4,transport_OGTT,Operator-aware logistic EM,0.6871165644171779,0.3333333333333333,0.27151515151515154,0.7475256084450504,0.43553311977814
3,4,R3F4,canonical_max_severity,Oracle-label logistic,0.6533742331288344,0.4494415636218588,0.4334987717451246,0.8037358230968555,0.48643017333554683
3,4,R3F4,transport_HbA1c,Oracle-label logistic,0.6319018404907976,0.3333333333333333,0.2581453634085213,0.705718569913244,0.4336734266749274
3,4,R3F4,transport_FPG,Oracle-label logistic,0.5858895705521472,0.4108589721797269,0.39450652741514364,0.8048739370139965,0.5052814074955769
3,4,R3F4,transport_OGTT,Oracle-label logistic,0.6871165644171779,0.3333333333333333,0.27151515151515154,0.7383603407226503,0.4382449525477083
3,5,R3F5,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.6073619631901841,0.4525580898736064,0.45036854661243675,1.1936191295089351,0.5991484723803611
3,5,R3F5,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6503067484662577,0.383929520771626,0.37437460611439083,0.7820076120990789,0.46380441007158807
3,5,R3F5,transport_FPG,GALIATSATOS/PLA-BN TAN,0.6012269938650306,0.42155702125260724,0.41896996011154647,0.9117944397100377,0.5484917368564692
3,5,R3F5,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7024539877300614,0.3385259365230753,0.2949096880131363,0.8283282872573156,0.43781441336819377
3,5,R3F5,canonical_max_severity,Operator-aware logistic EM,0.6503067484662577,0.4688206355537828,0.44951087395909123,0.8166313915035581,0.4870761902689325
3,5,R3F5,transport_HbA1c,Operator-aware logistic EM,0.6840490797546013,0.39989367357788413,0.3892004601668105,0.7110721654196448,0.43016216749279107
3,5,R3F5,transport_FPG,Operator-aware logistic EM,0.647239263803681,0.45467613732453915,0.4426553672316384,0.7727517501835618,0.476484304611811
3,5,R3F5,transport_OGTT,Operator-aware logistic EM,0.7147239263803681,0.3333333333333333,0.27787716159809184,0.7058697268505408,0.40053926809668644
3,5,R3F5,canonical_max_severity,Oracle-label logistic,0.6380368098159509,0.4391370828347294,0.4220802799234172,0.8052122976964629,0.4874786292774457
3,5,R3F5,transport_HbA1c,Oracle-label logistic,0.6595092024539877,0.3776562618667882,0.360484242084592,0.7065978513096769,0.4342031383102425
3,5,R3F5,transport_FPG,Oracle-label logistic,0.6319018404907976,0.44078020181520944,0.427033989861215,0.7870753850994303,0.48835690616817634
3,5,R3F5,transport_OGTT,Oracle-label logistic,0.7147239263803681,0.3333333333333333,0.27787716159809184,0.7014874591657507,0.4003406979216192
4,1,R4F1,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5657492354740061,0.42607127561256003,0.4265979381443299,1.1682410810156223,0.6058264992056337
4,1,R4F1,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6330275229357798,0.3758894362342638,0.3686733502043995,0.7337367336287476,0.4379134499635745
4,1,R4F1,transport_FPG,GALIATSATOS/PLA-BN TAN,0.599388379204893,0.4355692635090444,0.43550377479613983,0.9008985983383572,0.5352858926115405
4,1,R4F1,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7186544342507645,0.32775453277545324,0.28076463560334525,0.8067312460872408,0.4291121413090722
4,1,R4F1,canonical_max_severity,Operator-aware logistic EM,0.654434250764526,0.4722704355731879,0.4520731809619682,0.8401528931738328,0.4970815217183507
4,1,R4F1,transport_HbA1c,Operator-aware logistic EM,0.6636085626911316,0.3674740010946908,0.3618700168239339,0.6604497530736619,0.3949059198473845
4,1,R4F1,transport_FPG,Operator-aware logistic EM,0.617737003058104,0.43799787191211575,0.42337054822331616,0.8182701358795539,0.4957279506114305
4,1,R4F1,transport_OGTT,Operator-aware logistic EM,0.7308868501529052,0.3333333333333333,0.28150765606595995,0.6956519748152109,0.38984497697843107
4,1,R4F1,canonical_max_severity,Oracle-label logistic,0.6788990825688074,0.47537813042400207,0.4595903346084935,0.7990465987612768,0.47761281861848764
4,1,R4F1,transport_HbA1c,Oracle-label logistic,0.6850152905198776,0.35474822112753146,0.3410318534134651,0.6670376388401742,0.4016587499434338
4,1,R4F1,transport_FPG,Oracle-label logistic,0.617737003058104,0.43463319241940584,0.4217480606338375,0.7911292909557909,0.4832524300558426
4,1,R4F1,transport_OGTT,Oracle-label logistic,0.7308868501529052,0.3333333333333333,0.28150765606595995,0.689973905314199,0.39025052619456446
4,2,R4F2,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5674846625766872,0.42760032760032757,0.4296621929992146,1.1792870626315688,0.5874445182179329
4,2,R4F2,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6656441717791411,0.3333333333333333,0.2664211172498465,0.6959942197586059,0.4354383682890644
4,2,R4F2,transport_FPG,GALIATSATOS/PLA-BN TAN,0.6042944785276073,0.441965811965812,0.4389715335169881,0.8919063226680823,0.5285616795664306
4,2,R4F2,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7269938650306749,0.3513412816691505,0.3188116173727684,0.7306028160663369,0.40184046387320854
4,2,R4F2,canonical_max_severity,Operator-aware logistic EM,0.6134969325153374,0.4297297297297297,0.41307883658629924,0.8404635931362378,0.5071112675417596
4,2,R4F2,transport_HbA1c,Operator-aware logistic EM,0.6656441717791411,0.3333333333333333,0.2664211172498465,0.662566974271745,0.41106302324424066
4,2,R4F2,transport_FPG,Operator-aware logistic EM,0.6042944785276073,0.4276068376068376,0.4117454471045631,0.8435143842908405,0.5171071329588487
4,2,R4F2,transport_OGTT,Operator-aware logistic EM,0.745398773006135,0.33196721311475413,0.28471001757469244,0.6473331525807609,0.3621821242543275
4,2,R4F2,canonical_max_severity,Oracle-label logistic,0.6503067484662577,0.4590590590590591,0.43988845685558303,0.8050361591525713,0.4849474856517555
4,2,R4F2,transport_HbA1c,Oracle-label logistic,0.6656441717791411,0.3333333333333333,0.2664211172498465,0.6592517675682313,0.4117861783358248
4,2,R4F2,transport_FPG,Oracle-label logistic,0.598159509202454,0.42333333333333334,0.407843137254902,0.8260254776074715,0.5064440643565938
4,2,R4F2,transport_OGTT,Oracle-label logistic,0.7484662576687117,0.3333333333333333,0.28538011695906434,0.6451630258280826,0.36191646354839385
4,3,R4F3,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.4723926380368098,0.3815115655961288,0.3802579264388384,1.2772713635375363,0.7111836751786966
4,3,R4F3,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6288343558282209,0.3658008658008658,0.3302227342549923,0.8388547401597033,0.5002308304400437
4,3,R4F3,transport_FPG,GALIATSATOS/PLA-BN TAN,0.5306748466257669,0.3780529755761954,0.3712192242247456,0.9858179756581716,0.6035524886190108
4,3,R4F3,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7177914110429447,0.325,0.2815884476534296,0.7608228859946866,0.41901948275834655
